id,date,work_performed,primary_source
17860,1844-02-29,80,M
17861,1844-02-29,237,M
17862,1844-03-01,139,M
17863,1844-03-01,87,M
17864,1844-03-02,323,M
17865,1844-03-02,237,M
17866,1844-03-03,139,M
17867,1844-03-03,87,M
17868,1844-03-04,56,M
17869,1844-03-04,282,M
17870,1844-03-05,323,M
17871,1844-03-05,237,M
17872,1844-03-06,282,M
17873,1844-03-06,277,M
17874,1844-03-07,80,M
17875,1844-03-07,237,M
17876,1844-03-08,139,M
17877,1844-03-08,87,M
17878,1844-03-09,80,M
17879,1844-03-09,237,M
17880,1844-03-10,282,M
17881,1844-03-10,277,M
17882,1844-03-11,80,M
17883,1844-03-11,237,M
17884,1844-03-12,139,M
17885,1844-03-12,87,M
17886,1844-03-13,312,M
17887,1844-03-13,237,M
17888,1844-03-14,282,M
17889,1844-03-14,275,M
17890,1844-03-15,250,M
17891,1844-03-15,237,M
17892,1844-03-16,323,M
17893,1844-03-16,237,M
17894,1844-03-17,115,M
17895,1844-03-17,305,M
17896,1844-03-18,323,M
17897,1844-03-18,237,M
17898,1844-03-19,139,M
17899,1844-03-19,56,M
17900,1844-03-20,323,M
17901,1844-03-20,237,M
17902,1844-03-21,282,M
17903,1844-03-21,277,M
17904,1844-03-22,80,M
17905,1844-03-22,237,M
17906,1844-03-23,115,M
17907,1844-03-23,305,M
17908,1844-03-24,80,M
17909,1844-03-24,237,M
17910,1844-03-25,308,M
17911,1844-03-25,237,M
17912,1844-03-26,164,M
17913,1844-03-27,115,M
17914,1844-03-27,388,M
17915,1844-03-28,164,M
17916,1844-03-29,139,M
17917,1844-03-29,277,M
17918,1844-03-30,164,M
17919,1844-03-31,217,M
17920,1844-03-31,115,M
17921,1844-04-01,277,C
17922,1844-04-01,388,C
17923,1844-04-02,164,C
17924,1844-04-03,115,C
17925,1844-04-03,380,C
17926,1844-04-04,164,M
17927,1844-04-07,217,M
17928,1844-04-07,282,M
17929,1844-04-08,114,M
17930,1844-04-08,277,M
17931,1844-04-09,323,M
17932,1844-04-09,312,M
17933,1844-04-10,282,M
17934,1844-04-10,237,M
17935,1844-04-11,164,M
17936,1844-04-12,282,M
17937,1844-04-12,237,M
17938,1844-04-13,164,M
17939,1844-04-14,282,M
17940,1844-04-14,237,M
17941,1844-04-15,115,M
17942,1844-04-15,275,M
17943,1844-04-16,164,M
17944,1844-04-17,282,M
17945,1844-04-17,237,M
17946,1844-04-18,164,M
17947,1844-04-19,282,M
17948,1844-04-19,275,M
17949,1844-04-20,164,M
17950,1844-04-21,217,M
17951,1844-04-21,282,M
17952,1844-04-22,282,M
17953,1844-04-22,237,M
17954,1844-04-23,164,M
17955,1844-04-24,282,M
17956,1844-04-24,237,M
17957,1844-04-25,164,M
17958,1844-04-26,282,M
17959,1844-04-26,237,M
17960,1844-04-27,164,M
17961,1844-04-28,115,M
17962,1844-04-28,282,M
17963,1844-04-29,28,M
17964,1844-04-29,305,M
17965,1844-04-30,164,M
17966,1844-05-02,164,M
17967,1844-05-03,305,M
17968,1844-05-03,282,M
17969,1844-05-04,164,M
17970,1844-05-05,139,M
17971,1844-05-05,305,M
17972,1844-05-06,164,M
17973,1844-05-07,164,M
17974,1844-05-08,28,M
17975,1844-05-08,172,M
17976,1844-05-08,277,M
17977,1844-05-09,164,M
17978,1844-05-10,172,M
17979,1844-05-10,346,M
17980,1844-05-11,164,M
17981,1844-05-12,282,M
17982,1844-05-12,277,M
17983,1844-05-13,164,M
17984,1844-05-14,164,M
17985,1844-05-15,172,M
17986,1844-05-15,346,M
17987,1844-05-16,164,M
17988,1844-05-17,282,M
17989,1844-05-17,237,M
17990,1844-05-18,164,M
17991,1844-05-19,305,M
17992,1844-05-19,237,M
17993,1844-05-20,164,M
17994,1844-05-21,164,M
17995,1844-05-22,282,M
17996,1844-05-22,346,M
17997,1844-05-23,164,M
17998,1844-05-24,56,M
17999,1844-05-24,237,M
18000,1844-05-25,164,M
18001,1844-05-26,277,M
18002,1844-05-26,237,M
18003,1844-05-27,164,M
18004,1844-05-28,164,M
18005,1844-05-29,305,M
18006,1844-05-29,282,M
18007,1844-05-30,164,M
18008,1844-05-31,282,M
18009,1844-05-31,346,M
18010,1844-06-01,164,M
18011,1844-06-02,282,M
18012,1844-06-02,237,M
18013,1844-06-03,164,M
18014,1844-06-04,164,M
18015,1844-06-05,172,M
18016,1844-06-05,93,M
18017,1844-06-05,346,M
18018,1844-06-06,164,M
18019,1844-06-07,172,M
18020,1844-06-07,93,M
18021,1844-06-07,346,M
18022,1844-06-08,164,M
18023,1844-06-09,115,M
18024,1844-06-09,277,M
18025,1844-06-10,164,M
18026,1844-06-11,164,M
18027,1844-06-12,305,M
18028,1844-06-12,282,M
18029,1844-06-13,164,M
18030,1844-06-14,282,M
18031,1844-06-14,346,M
18032,1844-06-15,164,M
18033,1844-06-16,139,M
18034,1844-06-16,237,M
18035,1844-06-17,164,M
18036,1844-06-18,164,M
18037,1844-06-19,282,M
18038,1844-06-19,250,M
18039,1844-06-20,164,M
18040,1844-06-21,282,M
18041,1844-06-21,346,M
18042,1844-06-22,164,M
18043,1844-06-23,217,M
18044,1844-06-23,115,M
18045,1844-06-24,164,M
18046,1844-06-25,164,M
18047,1844-06-26,282,M
18048,1844-06-26,346,M
18049,1844-06-27,164,M
18050,1844-06-28,139,M
18051,1844-06-28,305,M
18052,1844-06-29,164,M
18053,1844-06-30,282,M
18054,1844-06-30,346,M
18055,1844-07-01,139,M
18056,1844-07-01,305,M
18057,1844-07-02,297,M
18058,1844-07-02,172,M
18059,1844-07-02,237,M
18060,1844-07-03,282,M
18061,1844-07-03,277,M
18062,1844-07-04,139,M
18063,1844-07-04,346,M
18064,1844-07-05,305,M
18065,1844-07-05,282,M
18066,1844-07-06,172,M
18067,1844-07-06,87,M
18068,1844-07-07,139,M
18069,1844-07-07,305,M
18070,1844-07-08,282,M
18071,1844-07-08,346,M
18072,1844-07-09,172,M
18073,1844-07-09,277,M
18074,1844-07-10,172,M
18075,1844-07-10,87,M
18076,1844-07-11,139,M
18077,1844-07-11,305,M
18078,1844-07-12,172,M
18079,1844-07-12,87,M
18080,1844-07-14,277,M
18081,1844-07-14,275,M
18082,1844-07-15,127,M
18083,1844-07-16,172,M
18084,1844-07-16,87,M
18085,1844-07-17,127,M
18086,1844-07-18,172,M
18087,1844-07-18,87,M
18088,1844-07-19,127,M
18089,1844-07-20,139,M
18090,1844-07-20,346,M
18091,1844-07-21,217,M
18092,1844-07-21,275,M
18093,1844-07-22,127,M
18094,1844-07-23,127,M
18095,1844-07-24,172,M
18096,1844-07-24,87,M
18097,1844-07-25,28,M
18098,1844-07-25,277,M
18099,1844-07-26,172,M
18100,1844-07-26,87,M
18101,1844-07-27,127,M
18102,1844-07-28,139,C
18103,1844-07-28,305,C
18104,1844-07-29,172,M
18105,1844-07-29,87,M
18106,1844-07-30,127,M
18107,1844-07-31,172,M
18108,1844-07-31,87,M
18109,1844-08-01,127,M
18110,1844-08-02,172,M
18111,1844-08-02,87,M
18112,1844-08-03,127,M
18113,1844-08-04,139,M
18114,1844-08-04,305,M
18115,1844-08-05,172,M
18116,1844-08-05,87,M
18117,1844-08-06,127,M
18118,1844-08-07,172,M
18119,1844-08-07,87,M
18120,1844-08-08,127,M
18121,1844-08-09,139,M
18122,1844-08-09,346,M
18123,1844-08-10,172,M
18124,1844-08-10,361,M
18125,1844-08-11,217,M
18126,1844-08-11,346,M
18127,1844-08-12,127,M
18128,1844-08-12,356,M
18129,1844-08-13,297,M
18130,1844-08-13,87,M
18131,1844-08-14,361,M
18132,1844-08-14,356,M
18133,1844-08-15,28,M
18134,1844-08-15,312,M
18135,1844-08-15,275,M
18136,1844-08-16,172,M
18137,1844-08-16,361,M
18138,1844-08-17,288,M
18139,1844-08-17,172,M
18140,1844-08-17,346,M
18141,1844-08-18,282,M
18142,1844-08-18,275,M
18143,1844-08-19,127,M
18144,1844-08-19,172,M
18145,1844-08-20,288,M
18146,1844-08-20,361,M
18147,1844-08-21,282,M
18148,1844-08-21,275,M
18149,1844-08-22,288,M
18150,1844-08-22,361,M
18151,1844-08-23,127,M
18152,1844-08-23,288,M
18153,1844-08-25,87,M
18154,1844-08-25,312,M
18155,1844-08-26,288,M
18156,1844-08-26,361,M
18157,1844-08-27,87,M
18158,1844-08-27,312,M
18159,1844-08-28,288,M
18160,1844-08-28,361,M
18161,1844-08-29,114,M
18162,1844-08-29,282,M
18163,1844-08-30,299,M
18164,1844-08-30,361,M
18165,1844-08-31,87,M
18166,1844-08-31,312,M
18167,1844-09-01,114,M
18168,1844-09-01,282,M
18169,1844-09-02,127,M
18170,1844-09-02,288,M
18171,1844-09-03,299,M
18172,1844-09-03,361,M
18173,1844-09-04,114,M
18174,1844-09-04,28,M
18175,1844-09-04,299,M
18176,1844-09-05,87,M
18177,1844-09-05,312,M
18178,1844-09-06,127,M
18179,1844-09-06,288,M
18180,1844-09-07,87,M
18181,1844-09-07,312,M
18182,1844-09-08,282,M
18183,1844-09-08,277,M
18184,1844-09-09,299,M
18185,1844-09-09,361,M
18186,1844-09-10,299,M
18187,1844-09-10,87,M
18188,1844-09-11,250,M
18189,1844-09-11,361,M
18190,1844-09-12,87,M
18191,1844-09-12,312,M
18192,1844-09-13,288,M
18193,1844-09-13,361,M
18194,1844-09-14,127,M
18195,1844-09-14,356,M
18196,1844-09-15,87,M
18197,1844-09-15,312,M
18198,1844-09-16,299,M
18199,1844-09-16,361,M
18200,1844-09-17,139,M
18201,1844-09-17,346,M
18202,1844-09-18,305,M
18203,1844-09-18,299,M
18204,1844-09-19,288,M
18205,1844-09-19,153,M
18206,1844-09-20,250,M
18207,1844-09-20,87,M
18208,1844-09-21,288,M
18209,1844-09-21,153,M
18210,1844-09-22,282,M
18211,1844-09-22,346,M
18212,1844-09-23,299,M
18213,1844-09-23,87,M
18214,1844-09-24,361,M
18215,1844-09-24,346,M
18216,1844-09-25,299,M
18217,1844-09-25,153,M
18218,1844-09-26,217,M
18219,1844-09-26,114,M
18220,1844-09-27,153,M
18221,1844-09-27,312,M
18222,1844-09-28,87,M
18223,1844-09-28,312,M
18224,1844-09-29,282,M
18225,1844-09-29,277,M
18226,1844-09-30,153,M
18227,1844-09-30,361,M
18228,1844-10-01,250,M
18229,1844-10-01,87,M
18230,1844-10-02,282,M
18231,1844-10-02,361,M
18232,1844-10-03,87,M
18233,1844-10-03,312,M
18234,1844-10-04,114,M
18235,1844-10-04,153,M
18236,1844-10-05,299,M
18237,1844-10-05,87,M
18238,1844-10-06,305,M
18239,1844-10-06,388,M
18240,1844-10-07,153,M
18241,1844-10-07,361,M
18242,1844-10-08,282,M
18243,1844-10-08,346,M
18244,1844-10-09,153,M
18245,1844-10-09,361,M
18246,1844-10-10,361,M
18247,1844-10-10,346,M
18248,1844-10-11,153,M
18249,1844-10-11,346,M
18250,1844-10-12,305,M
18251,1844-10-12,282,M
18252,1844-10-13,282,M
18253,1844-10-13,361,M
18254,1844-10-14,139,M
18255,1844-10-14,288,M
18256,1844-10-14,63,M
18257,1844-10-15,288,M
18258,1844-10-15,164,M
18259,1844-10-16,63,M
18260,1844-10-16,153,M
18261,1844-10-16,312,M
18262,1844-10-17,288,M
18263,1844-10-17,164,M
18264,1844-10-18,361,M
18265,1844-10-18,346,M
18266,1844-10-19,299,M
18267,1844-10-19,164,M
18268,1844-10-20,305,M
18269,1844-10-20,153,M
18270,1844-10-21,63,M
18271,1844-10-21,312,M
18272,1844-10-21,275,M
18273,1844-10-22,299,M
18274,1844-10-22,164,M
18275,1844-10-23,153,M
18276,1844-10-23,361,M
18277,1844-10-24,164,M
18278,1844-10-24,312,M
18279,1844-10-25,275,M
18280,1844-10-25,361,M
18281,1844-10-26,288,M
18282,1844-10-26,164,M
18283,1844-10-27,153,M
18284,1844-10-27,277,M
18285,1844-10-28,250,M
18286,1844-10-28,164,M
18287,1844-10-29,28,M
18288,1844-10-29,312,M
18289,1844-10-29,275,M
18290,1844-10-30,299,M
18291,1844-10-30,164,M
18292,1844-10-31,299,M
18293,1844-10-31,164,M
18294,1844-11-01,217,M
18295,1844-11-01,282,M
18296,1844-11-02,164,M
18297,1844-11-02,312,M
18298,1844-11-03,139,M
18299,1844-11-03,115,M
18300,1844-11-05,250,M
18301,1844-11-05,87,M
18302,1844-11-06,288,M
18303,1844-11-06,21,M
18304,1844-11-07,164,M
18305,1844-11-07,312,M
18306,1844-11-08,21,M
18307,1844-11-08,250,M
18308,1844-11-09,288,M
18309,1844-11-09,164,M
18310,1844-11-10,282,M
18311,1844-11-10,277,M
18312,1844-11-11,164,M
18313,1844-11-11,312,M
18314,1844-11-12,21,M
18315,1844-11-12,250,M
18316,1844-11-13,87,M
18317,1844-11-13,312,M
18318,1844-11-14,21,M
18319,1844-11-14,250,M
18320,1844-11-15,361,M
18321,1844-11-15,346,M
18322,1844-11-16,21,M
18323,1844-11-16,93,M
18324,1844-11-17,250,M
18325,1844-11-17,164,M
18326,1844-11-18,361,M
18327,1844-11-18,346,M
18328,1844-11-19,21,M
18329,1844-11-19,93,M
18330,1844-11-20,299,M
18331,1844-11-20,164,M
18332,1844-11-21,288,M
18333,1844-11-21,21,M
18334,1844-11-22,93,M
18335,1844-11-22,87,M
18336,1844-11-23,21,M
18337,1844-11-23,323,M
18338,1844-11-24,164,M
18339,1844-11-24,312,M
18340,1844-11-25,282,M
18341,1844-11-25,346,M
18342,1844-11-26,21,M
18343,1844-11-26,299,M
18344,1844-11-27,164,M
18345,1844-11-27,93,M
18346,1844-11-28,21,M
18347,1844-11-28,250,M
18348,1844-11-29,139,M
18349,1844-11-29,305,M
18350,1844-11-30,21,M
18351,1844-11-30,299,M
18352,1844-12-01,164,M
18353,1844-12-01,312,M
18354,1844-12-02,21,M
18355,1844-12-02,250,M
18356,1844-12-03,164,M
18357,1844-12-03,93,M
18358,1844-12-04,216,M
18359,1844-12-04,288,M
18360,1844-12-05,21,M
18361,1844-12-05,312,M
18362,1844-12-06,216,M
18363,1844-12-06,151,M
18364,1844-12-07,21,M
18365,1844-12-07,299,M
18366,1844-12-08,139,M
18367,1844-12-08,87,M
18368,1844-12-09,216,M
18369,1844-12-09,288,M
18370,1844-12-10,21,M
18371,1844-12-10,299,M
18372,1844-12-11,275,M
18373,1844-12-11,346,M
18374,1844-12-12,164,M
18375,1844-12-12,312,M
18376,1844-12-13,114,M
18377,1844-12-13,305,M
18378,1844-12-14,115,M
18379,1844-12-14,388,M
18380,1844-12-15,299,M
18381,1844-12-15,164,M
18382,1844-12-16,282,M
18383,1844-12-16,275,M
18384,1844-12-17,114,M
18385,1844-12-17,305,M
18386,1844-12-18,277,M
18387,1844-12-18,388,M
18388,1844-12-19,164,M
18389,1844-12-19,312,M
18390,1844-12-20,216,M
18391,1844-12-20,250,M
18392,1844-12-21,288,M
18393,1844-12-21,164,M
18394,1844-12-22,114,M
18395,1844-12-22,361,M
18396,1844-12-23,299,M
18397,1844-12-23,164,M
18398,1844-12-24,115,M
18399,1844-12-24,282,M
18400,1844-12-25,114,M
18401,1844-12-25,277,M
18402,1844-12-26,360,M
18403,1844-12-26,93,M
18404,1844-12-27,87,C
18405,1844-12-27,312,C
18406,1844-12-28,360,M
18407,1844-12-28,299,M
18408,1844-12-29,115,M
18409,1844-12-29,275,M
18410,1844-12-30,172,M
18411,1844-12-30,277,M
18412,1844-12-31,360,M
18413,1844-12-31,388,M
18414,1845-01-01,21,C
18415,1845-01-01,282,C
18416,1845-01-03,360,C
18417,1845-01-03,388,C
18418,1845-01-04,21,M
18419,1845-01-04,380,M
18420,1845-01-05,360,M
18421,1845-01-06,164,M
18422,1845-01-06,312,M
18423,1845-01-07,21,M
18424,1845-01-07,282,M
18425,1845-01-08,360,M
18426,1845-01-08,388,M
18427,1845-01-09,21,M
18428,1845-01-09,380,M
18429,1845-01-10,288,M
18430,1845-01-10,305,M
18431,1845-01-10,312,M
18432,1845-01-11,21,M
18433,1845-01-11,282,M
18434,1845-01-12,21,M
18435,1845-01-12,380,M
18436,1845-01-13,139,M
18437,1845-01-13,360,M
18438,1845-01-14,288,M
18439,1845-01-14,305,M
18440,1845-01-14,312,M
18441,1845-01-15,299,M
18442,1845-01-15,164,M
18443,1845-01-16,21,M
18444,1845-01-16,282,M
18445,1845-01-17,360,M
18446,1845-01-17,388,M
18447,1845-01-18,21,M
18448,1845-01-19,21,M
18449,1845-01-19,380,M
18450,1845-01-20,288,M
18451,1845-01-20,87,M
18452,1845-01-21,21,M
18453,1845-01-21,282,M
18454,1845-01-22,164,M
18455,1845-01-22,312,M
18456,1845-01-23,21,M
18457,1845-01-23,282,M
18458,1845-01-24,139,M
18459,1845-01-24,275,M
18460,1845-01-25,93,M
18461,1845-01-25,248,M
18462,1845-01-26,21,M
18463,1845-01-26,282,M
18464,1845-01-27,114,M
18465,1845-01-27,380,M
18466,1845-01-28,299,M
18467,1845-01-28,248,M
18468,1845-01-29,305,M
18469,1845-01-29,380,M
18470,1845-01-30,312,M
18471,1845-01-30,248,M
18472,1845-01-31,282,M
18473,1845-01-31,87,M
18474,1845-02-01,297,M
18475,1845-02-01,248,M
18476,1845-02-02,21,M
18477,1845-02-02,380,M
18478,1845-02-03,299,M
18479,1845-02-03,248,M
18480,1845-02-04,312,M
18481,1845-02-04,248,M
18482,1845-02-05,282,M
18483,1845-02-05,87,M
18484,1845-02-06,250,M
18485,1845-02-06,248,M
18486,1845-02-07,360,M
18487,1845-02-07,380,M
18488,1845-02-08,93,M
18489,1845-02-08,248,M
18490,1845-02-09,115,M
18491,1845-02-09,305,M
18492,1845-02-10,225,M
18493,1845-02-10,93,M
18494,1845-02-10,380,M
18495,1845-02-11,305,M
18496,1845-02-11,312,M
18497,1845-02-12,217,M
18498,1845-02-12,225,M
18499,1845-02-13,288,M
18500,1845-02-13,164,M
18501,1845-02-14,297,M
18502,1845-02-14,225,M
18503,1845-02-14,277,M
18504,1845-02-15,111,M
18505,1845-02-15,248,M
18506,1845-02-16,87,M
18507,1845-02-16,380,M
18508,1845-02-17,21,M
18509,1845-02-17,361,M
18510,1845-02-18,225,M
18511,1845-02-18,248,M
18512,1845-02-19,139,M
18513,1845-02-19,237,M
18514,1845-02-20,111,M
18515,1845-02-20,248,M
18516,1845-02-21,225,M
18517,1845-02-21,164,M
18518,1845-02-22,28,M
18519,1845-02-22,248,M
18520,1845-02-23,282,M
18521,1845-02-23,87,M
18522,1845-02-24,21,M
18523,1845-02-24,361,M
18524,1845-02-25,282,M
18525,1845-02-25,87,M
18526,1845-02-26,111,M
18527,1845-02-26,164,M
18528,1845-02-27,312,C
18529,1845-02-27,248,C
18530,1845-02-28,21,C
18531,1845-02-28,361,C
18532,1845-03-01,299,M
18533,1845-03-01,248,M
18534,1845-03-02,277,C
18535,1845-03-02,388,C
18536,1845-03-03,248,C
18537,1845-03-05,164,M
18538,1845-03-05,93,M
18539,1845-03-06,285,C
18540,1845-03-06,248,C
18541,1845-03-07,139,C
18542,1845-03-07,87,C
18543,1845-03-08,111,M
18544,1845-03-08,248,M
18545,1845-03-09,277,C
18546,1845-03-09,388,C
18547,1845-03-10,360,C
18548,1845-03-11,312,C
18549,1845-03-11,248,C
18550,1845-03-12,164,M
18551,1845-03-12,93,M
18552,1845-03-13,248,C
18553,1845-03-14,305,C
18554,1845-03-14,361,C
18555,1845-03-15,299,M
18556,1845-03-15,248,M
18557,1845-03-16,282,C
18558,1845-03-16,87,C
18559,1845-03-17,277,C
18560,1845-03-17,388,C
18561,1845-03-18,250,C
18562,1845-03-18,248,C
18563,1845-03-19,164,M
18564,1845-03-19,93,M
18565,1845-03-20,312,C
18566,1845-03-20,248,C
18567,1845-03-22,299,M
18568,1845-03-22,164,M
18569,1845-03-23,21,C
18570,1845-03-23,248,C
18571,1845-03-24,21,C
18572,1845-03-24,346,C
18573,1845-03-25,21,M
18574,1845-03-25,346,M
18575,1845-03-26,164,M
18576,1845-03-26,312,M
18577,1845-03-27,282,M
18578,1845-03-27,248,M
18579,1845-03-28,277,M
18580,1845-03-28,380,M
18581,1845-03-29,282,M
18582,1845-03-29,248,M
18583,1845-03-30,164,M
18584,1845-03-30,380,M
18585,1845-03-31,388,M
18586,1845-03-31,248,M
18587,1845-04-01,299,M
18588,1845-04-01,164,M
18589,1845-04-03,305,M
18590,1845-04-03,380,M
18591,1845-04-04,28,M
18592,1845-04-04,312,M
18593,1845-04-04,248,M
18594,1845-04-05,299,M
18595,1845-04-05,164,M
18596,1845-04-06,217,M
18597,1845-04-06,115,M
18598,1845-04-07,21,M
18599,1845-04-07,380,M
18600,1845-04-08,28,M
18601,1845-04-08,312,M
18602,1845-04-08,248,M
18603,1845-04-09,299,M
18604,1845-04-09,164,M
18605,1845-04-10,282,M
18606,1845-04-10,248,M
18607,1845-04-11,250,M
18608,1845-04-11,87,M
18609,1845-04-12,388,M
18610,1845-04-12,248,M
18611,1845-04-13,28,M
18612,1845-04-13,87,M
18613,1845-04-13,312,M
18614,1845-04-14,217,M
18615,1845-04-14,115,M
18616,1845-04-15,21,M
18617,1845-04-15,248,M
18618,1845-04-16,111,M
18619,1845-04-16,164,M
18620,1845-04-17,21,M
18621,1845-04-17,248,M
18622,1845-04-18,305,M
18623,1845-04-18,380,M
18624,1845-04-19,282,M
18625,1845-04-19,87,M
18626,1845-04-20,21,M
18627,1845-04-20,248,M
18628,1845-04-21,217,M
18629,1845-04-21,282,M
18630,1845-04-22,213,M
18631,1845-04-23,282,M
18632,1845-04-23,248,M
18633,1845-04-24,213,M
18634,1845-04-25,21,M
18635,1845-04-25,248,M
18636,1845-04-26,213,M
18637,1845-04-27,21,M
18638,1845-04-27,248,M
18639,1845-04-28,213,M
18640,1845-04-29,213,M
18641,1845-04-30,21,M
18642,1845-04-30,248,M
18643,1845-05-01,305,M
18644,1845-05-01,380,M
18645,1845-05-02,213,M
18646,1845-05-03,213,M
18647,1845-05-04,282,M
18648,1845-05-04,87,M
18649,1845-05-05,213,M
18650,1845-05-06,114,M
18651,1845-05-07,213,M
18652,1845-05-08,213,M
18653,1845-05-09,380,M
18654,1845-05-09,248,M
18655,1845-05-10,213,M
18656,1845-05-11,21,M
18657,1845-05-11,248,M
18658,1845-05-12,213,M
18659,1845-05-13,21,M
18660,1845-05-13,282,M
18661,1845-05-14,213,M
18662,1845-05-16,21,M
18663,1845-05-16,248,M
18664,1845-05-17,93,M
18665,1845-05-17,213,M
18666,1845-05-18,21,M
18667,1845-05-18,248,M
18668,1845-05-19,305,M
18669,1845-05-19,282,M
18670,1845-05-20,297,M
18671,1845-05-20,213,M
18672,1845-05-21,115,M
18673,1845-05-21,248,M
18674,1845-05-22,250,M
18675,1845-05-22,213,M
18676,1845-05-23,164,M
18677,1845-05-23,312,M
18678,1845-05-24,21,M
18679,1845-05-24,248,M
18680,1845-05-25,164,M
18681,1845-05-25,380,M
18682,1845-05-26,114,M
18683,1845-05-26,248,M
18684,1845-05-27,73,M
18685,1845-05-27,213,M
18686,1845-05-28,203,M
18687,1845-05-28,21,M
18688,1845-05-28,93,M
18689,1845-05-29,213,M
18690,1845-05-29,312,M
18691,1845-05-30,388,M
18692,1845-05-30,248,M
18693,1845-05-31,203,M
18694,1845-05-31,213,M
18695,1845-06-01,217,M
18696,1845-06-01,248,M
18697,1845-06-02,203,M
18698,1845-06-02,213,M
18699,1845-06-03,73,M
18700,1845-06-03,213,M
18701,1845-06-04,305,M
18702,1845-06-04,361,M
18703,1845-06-05,203,M
18704,1845-06-05,213,M
18705,1845-06-06,275,M
18706,1845-06-06,248,M
18707,1845-06-07,299,M
18708,1845-06-07,87,M
18709,1845-06-08,361,M
18710,1845-06-08,248,M
18711,1845-06-09,203,M
18712,1845-06-09,213,M
18713,1845-06-10,303,M
18714,1845-06-10,288,M
18715,1845-06-11,139,M
18716,1845-06-11,277,M
18717,1845-06-12,303,M
18718,1845-06-12,312,M
18719,1845-06-13,203,M
18720,1845-06-13,213,M
18721,1845-06-14,139,M
18722,1845-06-14,248,M
18723,1845-06-15,282,M
18724,1845-06-15,361,M
18725,1845-06-16,297,M
18726,1845-06-16,164,M
18727,1845-06-17,203,M
18728,1845-06-17,213,M
18729,1845-06-18,139,M
18730,1845-06-18,115,M
18731,1845-06-19,282,M
18732,1845-06-19,248,M
18733,1845-06-20,303,M
18734,1845-06-20,299,M
18735,1845-06-21,288,M
18736,1845-06-21,213,M
18737,1845-06-22,213,M
18738,1845-06-22,312,M
18739,1845-06-23,303,M
18740,1845-06-23,93,M
18741,1845-06-24,361,M
18742,1845-06-24,248,M
18743,1845-06-25,250,M
18744,1845-06-25,87,M
18745,1845-06-26,83,M
18746,1845-06-26,213,M
18747,1845-06-27,303,M
18748,1845-06-27,299,M
18749,1845-06-28,282,M
18750,1845-06-28,248,M
18751,1845-06-29,164,M
18752,1845-06-29,380,M
18753,1845-06-30,139,M
18754,1845-06-30,87,M
18755,1845-07-01,388,M
18756,1845-07-01,248,M
18757,1845-07-02,303,M
18758,1845-07-02,83,M
18759,1845-07-03,139,M
18760,1845-07-03,277,M
18761,1845-07-04,21,M
18762,1845-07-04,282,M
18763,1845-07-05,305,M
18764,1845-07-05,312,M
18765,1845-07-06,303,M
18766,1845-07-06,83,M
18767,1845-07-07,87,M
18768,1845-07-07,312,M
18769,1845-07-08,361,M
18770,1845-07-08,248,M
18771,1845-07-09,21,M
18772,1845-07-09,282,M
18773,1845-07-10,21,M
18774,1845-07-10,248,M
18775,1845-07-11,217,M
18776,1845-07-11,250,M
18777,1845-07-12,73,M
18778,1845-07-12,87,M
18779,1845-07-14,303,M
18780,1845-07-14,73,M
18781,1845-07-15,115,M
18782,1845-07-15,114,M
18783,1845-07-16,250,M
18784,1845-07-16,87,M
18785,1845-07-17,303,M
18786,1845-07-17,83,M
18787,1845-07-18,139,M
18788,1845-07-18,277,M
18789,1845-07-19,217,M
18790,1845-07-19,282,M
18791,1845-07-20,303,M
18792,1845-07-20,83,M
18793,1845-07-21,250,M
18794,1845-07-21,346,M
18795,1845-07-22,87,M
18796,1845-07-22,312,M
18797,1845-07-23,305,M
18798,1845-07-23,380,M
18799,1845-07-24,282,M
18800,1845-07-24,346,M
18801,1845-07-25,303,M
18802,1845-07-25,299,M
18803,1845-07-26,73,M
18804,1845-07-26,87,M
18805,1845-07-27,282,M
18806,1845-07-27,346,M
18807,1845-07-28,83,M
18808,1845-07-28,87,M
18809,1845-07-29,139,C
18810,1845-07-29,115,C
18811,1845-07-30,115,M
18812,1845-07-30,299,M
18813,1845-07-31,303,M
18814,1845-07-31,312,M
18815,1845-08-01,73,M
18816,1845-08-01,87,M
18817,1845-08-02,282,M
18818,1845-08-02,346,M
18819,1845-08-03,303,M
18820,1845-08-03,312,M
18821,1845-08-04,139,M
18822,1845-08-04,277,M
18823,1845-08-05,115,M
18824,1845-08-05,282,M
18825,1845-08-06,305,M
18826,1845-08-06,380,M
18827,1845-08-07,83,M
18828,1845-08-07,87,M
18829,1845-08-09,52,M
18830,1845-08-10,299,M
18831,1845-08-10,87,M
18832,1845-08-11,203,M
18833,1845-08-11,52,M
18834,1845-08-12,288,M
18835,1845-08-12,52,M
18836,1845-08-13,305,M
18837,1845-08-13,250,M
18838,1845-08-14,83,M
18839,1845-08-14,52,M
18840,1845-08-15,139,M
18841,1845-08-15,277,M
18842,1845-08-16,52,M
18843,1845-08-16,312,M
18844,1845-08-17,87,M
18845,1845-08-17,380,M
18846,1845-08-18,52,M
18847,1845-08-18,299,M
18848,1845-08-19,288,M
18849,1845-08-19,52,M
18850,1845-08-20,277,M
18851,1845-08-20,388,M
18852,1845-08-21,250,M
18853,1845-08-21,346,M
18854,1845-08-22,139,M
18855,1845-08-22,115,M
18856,1845-08-23,52,M
18857,1845-08-23,312,M
18858,1845-08-24,299,M
