"month","age of oldest work (year)","number of premieres","population skewness","population standard deviation (year)"
1836-01-01 00:00:00.000,36.96986301369863,2,1.3550265777695578,12.180478339755561
1836-05-01 00:00:00.000,47.33150684931507,1,1.1513682604494306,14.416951412253542
1838-01-01 00:00:00.000,68.33424657534246,1,1.525117838219112,16.729905106525976
1838-06-01 00:00:00.000,40.42739726027397,1,1.668748822959703,11.43038835593591
1838-09-01 00:00:00.000,40.68493150684932,1,1.9844775558853638,10.715602598445368
1839-03-01 00:00:00.000,40.6986301369863,1,4.629480756112806,7.603596818053971
1840-02-01 00:00:00.000,34.89041095890411,2,4.181581982466404,5.297832865727965
1842-07-01 00:00:00.000,57.794520547945204,0,0.7540504335540921,19.167976848160258
1843-08-01 00:00:00.000,58.821917808219176,0,1.9335552533243632,11.110054512175111
1843-12-01 00:00:00.000,74.86575342465754,1,1.11250065264696,27.752993072883278
1844-01-01 00:00:00.000,74.95068493150686,0,0.8370160049504191,29.97104396540425
1844-03-01 00:00:00.000,75.09041095890412,1,1.4896051986622696,25.347958561316908
1844-09-01 00:00:00.000,75.61643835616438,1,1.830183316481866,21.25807602597614
1845-07-01 00:00:00.000,76.44109589041096,0,1.5099715964888316,22.13654069562963
1845-12-01 00:00:00.000,76.85753424657534,0,1.442681334820177,19.433562940162336
1846-01-01 00:00:00.000,76.95616438356164,0,1.7805179974738554,19.521885182794925
1847-03-01 00:00:00.000,78.08493150684932,1,1.9233170419563181,22.903316049236913
1847-11-01 00:00:00.000,37.78630136986301,0,0.6869106617511425,10.662209565401051
1847-12-01 00:00:00.000,34.465753424657535,1,0.4459111377874478,8.90410065030824
1848-05-01 00:00:00.000,41.09041095890411,0,1.1380459897808235,15.037540828520777
1848-09-01 00:00:00.000,79.59178082191781,1,1.9540926514235089,16.810878106486676
